timestamp,CPS,CPM,uSv/h,mR/h
2025-10-23 19:18:24,3.683,221.00,1.437,0.144
2025-10-23 19:19:24,3.733,224.00,1.456,0.146
2025-10-23 19:20:24,3.117,187.00,1.216,0.122
2025-10-23 19:21:24,3.817,229.00,1.489,0.149
2025-10-23 19:22:24,3.133,188.00,1.222,0.122
