timestamp,CPS,CPM,uSv/h,mR/h
2025-10-23 18:57:25,9.800,588.00,3.823,0.382
2025-10-23 18:58:25,10.350,621.00,4.038,0.404
2025-10-23 18:59:25,9.950,597.00,3.882,0.388
2025-10-23 19:00:25,9.250,555.00,3.609,0.361
2025-10-23 19:01:25,9.383,563.00,3.661,0.366
