timestamp,CPS,CPM,uSv/h,mR/h
2025-10-23 19:07:52,5.850,351.00,2.282,0.228
2025-10-23 19:08:52,5.600,336.00,2.185,0.218
2025-10-23 19:09:52,6.650,399.00,2.594,0.259
2025-10-23 19:10:52,6.017,361.00,2.347,0.235
2025-10-23 19:11:52,6.017,361.00,2.347,0.235
