timestamp,CPS,CPM,uSv/h,mR/h
2025-10-23 19:23:46,2.400,144.00,0.936,0.094
2025-10-23 19:24:46,2.867,172.00,1.118,0.112
2025-10-23 19:25:46,3.183,191.00,1.242,0.124
2025-10-23 19:26:46,2.817,169.00,1.099,0.110
