timestamp,CPS,CPM,uSv/h,mR/h
2025-10-23 19:13:43,4.183,251.00,1.632,0.163
2025-10-23 19:14:43,3.733,224.00,1.456,0.146
2025-10-23 19:15:43,4.117,247.00,1.606,0.161
2025-10-23 19:16:43,4.400,264.00,1.717,0.172
