timestamp,CPS
2025-11-05 18:54:07,12
2025-11-05 18:54:17,17
2025-11-05 18:54:27,16
2025-11-05 18:54:37,12
2025-11-05 18:54:47,22
2025-11-05 18:54:57,9
2025-11-05 18:55:07,17
2025-11-05 18:55:17,21
2025-11-05 18:55:27,17
2025-11-05 18:55:37,24
2025-11-05 18:55:47,16
2025-11-05 18:55:57,16
2025-11-05 18:56:07,20
2025-11-05 18:56:17,8
2025-11-05 18:56:27,15
2025-11-05 18:56:37,24
2025-11-05 18:56:47,16
2025-11-05 18:56:57,10
2025-11-05 18:57:07,10
2025-11-05 18:57:17,12
2025-11-05 18:57:27,16
2025-11-05 18:57:37,40
2025-11-05 18:57:47,23
2025-11-05 18:57:57,25
2025-11-05 18:58:07,23
2025-11-05 18:58:17,16
2025-11-05 18:58:27,35
2025-11-05 18:58:37,21
2025-11-05 18:58:47,17
2025-11-05 18:58:57,24
2025-11-05 18:59:07,19
2025-11-05 18:59:17,12
2025-11-05 18:59:27,20
2025-11-05 18:59:37,15
2025-11-05 18:59:47,21
2025-11-05 18:59:57,16
2025-11-05 19:00:07,31
2025-11-05 19:00:17,14
2025-11-05 19:00:27,23
2025-11-05 19:00:37,8
2025-11-05 19:00:47,14
2025-11-05 19:00:57,19
2025-11-05 19:01:07,10
2025-11-05 19:01:17,14
2025-11-05 19:01:27,14
2025-11-05 19:01:37,16
2025-11-05 19:01:47,15
2025-11-05 19:01:57,19
2025-11-05 19:02:07,17
2025-11-05 19:02:17,26
2025-11-05 19:02:27,27
2025-11-05 19:02:37,28
2025-11-05 19:02:47,20
2025-11-05 19:02:57,24
