timestamp,CPS,CPM,uSv/h,mR/h
2025-09-24 18:35:23,1.283,77.00,0.501,0.050
2025-09-24 18:36:23,1.433,86.00,0.559,0.056
2025-09-24 18:37:23,1.533,92.00,0.598,0.060
2025-09-24 18:38:23,1.550,93.00,0.605,0.060
2025-09-24 18:39:23,1.250,75.00,0.488,0.049
