timestamp,CPS
2025-11-05 18:34:20,30
2025-11-05 18:34:30,22
2025-11-05 18:34:40,39
2025-11-05 18:34:50,22
2025-11-05 18:35:00,47
2025-11-05 18:35:10,17
2025-11-05 18:35:20,46
2025-11-05 18:35:30,20
2025-11-05 18:35:40,25
2025-11-05 18:35:50,28
2025-11-05 18:36:00,23
2025-11-05 18:36:10,38
2025-11-05 18:36:20,35
2025-11-05 18:36:30,25
2025-11-05 18:36:40,29
2025-11-05 18:36:50,40
2025-11-05 18:37:00,21
2025-11-05 18:37:10,25
2025-11-05 18:37:20,22
2025-11-05 18:37:30,24
2025-11-05 18:37:40,19
2025-11-05 18:37:50,34
2025-11-05 18:38:00,27
2025-11-05 18:38:10,36
2025-11-05 18:38:20,35
2025-11-05 18:38:30,31
2025-11-05 18:38:40,23
2025-11-05 18:38:50,31
2025-11-05 18:39:00,19
2025-11-05 18:39:10,28
2025-11-05 18:39:20,29
2025-11-05 18:39:30,20
2025-11-05 18:39:40,44
2025-11-05 18:39:50,19
2025-11-05 18:40:00,27
2025-11-05 18:40:10,23
2025-11-05 18:40:20,25
2025-11-05 18:40:30,24
2025-11-05 18:40:40,29
2025-11-05 18:40:50,23
2025-11-05 18:41:00,28
2025-11-05 18:41:10,22
2025-11-05 18:41:20,40
2025-11-05 18:41:30,24
2025-11-05 18:41:40,42
2025-11-05 18:41:50,42
2025-11-05 18:42:00,40
2025-11-05 18:42:10,27
2025-11-05 18:42:20,32
2025-11-05 18:42:30,39
2025-11-05 18:42:40,26
2025-11-05 18:42:50,25
2025-11-05 18:43:00,40
2025-11-05 18:43:10,36
2025-11-05 18:43:20,22
2025-11-05 18:43:30,20
