timestamp,CPS,CPM,uSv/h,mR/h
2025-10-16 20:14:11,2.167,130.00,0.845,0.085
2025-10-16 20:15:11,2.250,135.00,0.878,0.088
2025-10-16 20:16:11,2.083,125.00,0.813,0.081
