timestamp,CPS,CPM,uSv/h,mR/h
2025-10-16 20:04:28,2.017,121.00,0.787,0.079
2025-10-16 20:05:28,1.817,109.00,0.709,0.071
2025-10-16 20:06:28,2.033,122.00,0.793,0.079
2025-10-16 20:07:28,1.917,115.00,0.748,0.075
2025-10-16 20:08:28,2.167,130.00,0.845,0.085
2025-10-16 20:09:28,2.150,129.00,0.839,0.084
2025-10-16 20:10:28,2.117,127.00,0.826,0.083
