timestamp,CPS
2025-11-05 18:44:06,15
2025-11-05 18:44:16,17
2025-11-05 18:44:26,32
2025-11-05 18:44:36,23
2025-11-05 18:44:46,18
2025-11-05 18:44:56,18
2025-11-05 18:45:06,8
2025-11-05 18:45:16,14
2025-11-05 18:45:26,24
2025-11-05 18:45:36,22
2025-11-05 18:45:46,27
2025-11-05 18:45:56,22
2025-11-05 18:46:06,22
2025-11-05 18:46:16,20
2025-11-05 18:46:26,8
2025-11-05 18:46:36,20
2025-11-05 18:46:46,45
2025-11-05 18:46:56,20
2025-11-05 18:47:06,20
2025-11-05 18:47:16,24
2025-11-05 18:47:26,37
2025-11-05 18:47:36,21
2025-11-05 18:47:46,20
2025-11-05 18:47:56,24
2025-11-05 18:48:06,38
2025-11-05 18:48:16,28
2025-11-05 18:48:26,21
2025-11-05 18:48:36,26
2025-11-05 18:48:46,15
2025-11-05 18:48:56,40
2025-11-05 18:49:06,28
2025-11-05 18:49:16,26
2025-11-05 18:49:26,23
2025-11-05 18:49:36,23
2025-11-05 18:49:46,10
2025-11-05 18:49:56,23
2025-11-05 18:50:06,22
2025-11-05 18:50:16,24
2025-11-05 18:50:26,17
2025-11-05 18:50:36,19
2025-11-05 18:50:46,11
2025-11-05 18:50:56,28
2025-11-05 18:51:06,19
2025-11-05 18:51:16,20
2025-11-05 18:51:26,19
2025-11-05 18:51:36,17
2025-11-05 18:51:46,30
2025-11-05 18:51:56,23
2025-11-05 18:52:06,32
2025-11-05 18:52:16,22
2025-11-05 18:52:26,23
2025-11-05 18:52:36,22
2025-11-05 18:52:46,21
2025-11-05 18:52:56,34
2025-11-05 18:53:06,28
2025-11-05 18:53:16,14
