timestamp,CPS
2025-11-05 18:06:03,112
2025-11-05 18:06:13,95
2025-11-05 18:06:23,94
2025-11-05 18:06:33,93
2025-11-05 18:06:43,98
2025-11-05 18:06:53,81
2025-11-05 18:07:03,106
2025-11-05 18:07:13,89
2025-11-05 18:07:23,76
2025-11-05 18:07:33,61
2025-11-05 18:07:43,61
2025-11-05 18:07:53,84
2025-11-05 18:08:03,113
2025-11-05 18:08:13,108
2025-11-05 18:08:23,108
2025-11-05 18:08:33,98
2025-11-05 18:08:43,76
2025-11-05 18:08:53,91
2025-11-05 18:09:03,79
2025-11-05 18:09:13,102
2025-11-05 18:09:23,85
2025-11-05 18:09:33,77
2025-11-05 18:09:43,86
2025-11-05 18:09:53,114
2025-11-05 18:10:03,88
2025-11-05 18:10:13,113
2025-11-05 18:10:23,109
2025-11-05 18:10:33,76
2025-11-05 18:10:43,76
2025-11-05 18:10:53,83
2025-11-05 18:11:03,82
2025-11-05 18:11:13,95
2025-11-05 18:11:23,92
2025-11-05 18:11:33,91
2025-11-05 18:11:43,110
2025-11-05 18:11:53,120
2025-11-05 18:12:03,81
2025-11-05 18:12:13,100
2025-11-05 18:12:23,129
2025-11-05 18:12:33,99
2025-11-05 18:12:43,99
2025-11-05 18:12:53,86
2025-11-05 18:13:03,98
2025-11-05 18:13:13,125
2025-11-05 18:13:23,85
2025-11-05 18:13:33,77
2025-11-05 18:13:43,95
2025-11-05 18:13:53,84
2025-11-05 18:14:03,83
2025-11-05 18:14:13,101
2025-11-05 18:14:23,101
2025-11-05 18:14:33,82
2025-11-05 18:14:43,88
2025-11-05 18:14:53,82
2025-11-05 18:15:03,71
2025-11-05 18:15:13,104
2025-11-05 18:15:23,79
2025-11-05 18:15:33,87
2025-11-05 18:15:43,68
2025-11-05 18:15:53,115
2025-11-05 18:16:03,109
