timestamp,CPS,CPM,uSv/h,mR/h
2025-09-24 18:42:10,0.850,51.00,0.332,0.033
2025-09-24 18:43:10,0.983,59.00,0.384,0.038
2025-09-24 18:44:10,1.000,60.00,0.390,0.039
2025-09-24 18:45:10,0.917,55.00,0.358,0.036
2025-09-24 18:46:10,0.767,46.00,0.299,0.030
2025-09-24 18:47:09,0.733,44.00,0.286,0.029
