timestamp,CPS,CPM,uSv/h,mR/h
2025-09-24 18:29:07,2.617,157.00,1.021,0.102
2025-09-24 18:30:07,2.050,123.00,0.800,0.080
2025-09-24 18:31:07,2.133,128.00,0.832,0.083
2025-09-24 18:32:07,2.383,143.00,0.930,0.093
2025-09-24 18:33:07,2.383,143.00,0.930,0.093
